EMAIL,MEMBER_JOIN_DATE,GENDER,MEMBERSHIP_STATUS,AVG_SESSION_LENGTH_MIN,AVG_TIME_ON_APP_MIN,AVG_TIME_ON_WEBSITE_MIN,LIFE_TIME_VALUE
0uFCzMmHaf@tcZxL.com,2024-04-17,MALE,SILVER,4.2575,,8.2575,325.75
GEFOJhX7mU@pzoTb.com,2024-04-22,MALE,SILVER,6.6215,,6.6215,262.15
XK0j3LXrJe@GZKvV.com,2024-04-15,MALE,GOLD,4.4141,7.4141,9.4141,441.41
v1Re5H5Z51@HCS09.com,2024-04-21,MALE,BASIC,4.2608,4.2608,7.2608,26.08
ywX1j2Kg4J@mNIAe.com,2024-04-01,MALE,BASIC,5.8803,,7.8803,88.03
vj078Kz5xi@Z0AAf.com,2024-04-23,MALE,PLATIN,7.3516,12.3516,9.3516,635.16
Vw45IwJyEs@wtYrf.com,2024-04-13,FEMALE,DIAMOND,6.5409,,10.5409,654.09
SL84r0Z7XD@eUtAl.com,2024-04-02,FEMALE,BASIC,1.0323,4.0323,,3.23
PmLu1adN5s@HF8em.com,2024-04-03,MALE,GOLD,7.1379,,8.1379,513.79
Qu9YleOyjf@hb9SJ.com,2024-04-18,MALE,GOLD,8.6851,,9.6851,368.51
NFJyDsBFMT@yGaU6.com,2024-04-19,FEMALE,DIAMOND,8.1831,14.1831,11.1831,718.31
rvlFBiUPiz@Dmj4W.com,2024-04-11,MALE,BASIC,5.4868,3.4868,6.4868,148.68
eqlEqAV51V@LOQ08.com,2024-04-26,MALE,PLATIN,7.4542,11.4542,,645.42
1j9IRXp8EV@OVz3f.com,2024-04-27,MALE,BASIC,5.9071,6.9071,4.9071,90.71
JESK9d6sRb@UDX9A.com,2024-04-17,MALE,BASIC,1.213,3.213,8.213,121.30
EQ9BQMchIt@k8o0r.com,2024-04-18,MALE,GOLD,5.5035,6.5035,,450.35
DP3LR8wGE5@P0rtQ.com,2024-04-26,MALE,BRONZE,3.6756,5.6756,8.6756,167.56
zkwkeUcQhd@RNWSG.com,2024-04-20,MALE,GOLD,8.4539,6.4539,9.4539,545.39
Qk1WdXczHT@9J97w.com,2024-04-27,MALE,PLATIN,9.8654,,8.8654,586.54
czjM1O1wlH@wPA6R.com,2024-04-11,FEMALE,PLATIN,9.5734,10.5734,9.5734,557.34
UE1LaByZ95@JRfcb.com,2024-04-25,MALE,DIAMOND,10.7521,9.7521,12.7521,675.21
p03Npv72LZ@wMACh.com,2024-04-25,MALE,SILVER,,8.7563,7.7563,275.63
TU8vdhkPN8@vpyFU.com,2024-04-19,MALE,GOLD,,9.1342,10.1342,513.42
y1YIf9B2FI@CbtRB.com,2024-04-21,MALE,BASIC,,5.8894,3.8894,88.94
aWQf0EdbWo@b5LlZ.com,2024-04-05,FEMALE,BASIC,2.1538,2.1538,7.1538,115.38
l1UwoS6oDI@Hgs0T.com,2024-04-11,MALE,DIAMOND,8.7088,13.7088,12.7088,670.88
lFWYkBHFQJ@2WDzo.com,2024-04-25,FEMALE,GOLD,,9.3501,10.3501,435.01
7pj3VvjQ7f@dyArp.com,2024-04-15,MALE,BRONZE,1.6511,7.6511,8.6511,165.11
FrhNuDssKp@RFvzl.com,2024-04-07,FEMALE,PLATIN,11.0266,10.0266,12.0266,602.66
K25sL4Irin@Ug28q.com,2024-04-04,FEMALE,BASIC,2.607,3.607,6.607,60.70
UgPzhIoK4F@D7fRJ.com,2024-04-07,FEMALE,PLATIN,10.1969,7.1969,9.1969,619.69
m722MErMgf@XHNWi.com,2024-04-18,FEMALE,PLATIN,,13.0496,9.0496,604.96
Q9iXll7glr@kYgJq.com,2024-04-27,MALE,SILVER,2.7022,4.7022,7.7022,270.22
17NS6eNUlU@u6cxD.com,2024-04-07,MALE,PLATIN,7.651,,11.651,565.10
e4TKSb53bs@lgYI2.com,2024-04-20,MALE,BRONZE,,5.5264,8.5264,152.64
RnuQgCh62J@DtiB0.com,2024-04-25,MALE,BASIC,1.9455,5.9455,6.9455,94.55
pPnHBHjTIj@AUW7I.com,2024-04-19,FEMALE,BASIC,3.1719,4.1719,5.1719,117.19
CNHglVdQJ6@WBynn.com,2024-04-24,MALE,DIAMOND,11.8712,13.8712,,687.12
dDF7ffXMkR@PkZTR.com,2024-04-06,MALE,BRONZE,6.257,4.257,5.257,225.70
S9hQHjMuxp@rTI5m.com,2024-04-12,FEMALE,BASIC,4.945,6.945,3.945,94.50
Eyahr8fXnQ@BvC0U.com,2024-04-07,MALE,SILVER,4.3025,,10.3025,330.25
koCBaQqrbZ@JdEZO.com,2024-04-28,MALE,DIAMOND,12.393,11.393,11.393,739.30
nrrtHw1SmN@6qtBr.com,2024-04-26,FEMALE,PLATIN,6.3097,12.3097,11.3097,630.97
5osOHytBGq@tx79j.com,2024-04-06,MALE,DIAMOND,6.6213,12.6213,11.6213,662.13
sh83L5hHTp@asE3E.com,2024-04-13,MALE,PLATIN,9.4588,10.4588,12.4588,645.88
XDb9FisjYR@WXTQN.com,2024-04-24,MALE,BASIC,3.6138,,7.6138,61.38
G624WJVHSH@6rP57.com,2024-04-02,FEMALE,GOLD,,8.2179,8.2179,521.79
YryIXAXVI2@VU8dJ.com,2024-04-08,MALE,BASIC,3.566,1.566,6.566,56.60
vctPOYSEA6@jLcIv.com,2024-04-01,MALE,SILVER,3.572,,6.572,257.20
WP6qxDqU86@2T3xW.com,2024-04-07,MALE,PLATIN,10.184,9.184,,618.40
mD74IeHOc6@0vnpc.com,2024-04-21,FEMALE,GOLD,,9.3768,8.3768,437.68
hLkPFdrsdb@H2t5d.com,2024-04-04,MALE,GOLD,7.8708,9.8708,,487.08
Zei82b4Cjo@iTtwG.com,2024-04-06,MALE,GOLD,4.3703,7.3703,7.3703,437.03
jpFTGfwKDJ@uGlLC.com,2024-04-26,MALE,DIAMOND,9.7213,,9.7213,672.13
6KCnG6L29c@oyt5u.com,2024-04-22,MALE,BASIC,5.0331,6.0331,3.0331,3.31
fJmuoejo1r@jvJ8Z.com,2024-04-08,MALE,DIAMOND,6.7489,9.7489,9.7489,674.89
LqWMVNY7Ip@yspmd.com,2024-04-02,MALE,GOLD,,10.9959,11.9959,499.59
qWqz9h5A1D@spVwd.com,2024-04-03,FEMALE,BASIC,,7.3441,8.3441,134.41
3riF8djfq4@FNLIc.com,2024-04-28,MALE,PLATIN,,7.1762,10.1762,617.62
QFbPUKEtLL@CGBST.com,2024-04-26,MALE,DIAMOND,7.4115,9.4115,,741.15
LXeDy9DlX3@QbRVM.com,2024-04-27,MALE,PLATIN,10.9143,12.9143,,591.43
cFxnizTGFt@yfoqY.com,2024-04-11,MALE,PLATIN,11.1746,,12.1746,617.46
up4i1Mp8fP@FF696.com,2024-04-08,MALE,DIAMOND,7.5675,7.5675,11.5675,656.75
pUuYFnYJJS@POszF.com,2024-04-05,MALE,BRONZE,4.334,6.334,5.334,233.40
e4ffPaBNIM@ZhYI9.com,2024-04-02,MALE,BASIC,5.2798,6.2798,7.2798,127.98
cAulEMOlpU@KPKZH.com,2024-04-28,MALE,BRONZE,4.8866,8.8866,6.8866,188.66
YSqnG8XW43@OBBSG.com,2024-04-15,FEMALE,SILVER,6.9705,8.9705,5.9705,297.05
19vQE1kpaG@1rWSL.com,2024-04-11,MALE,GOLD,8.3669,12.3669,10.3669,536.69
mPC0xuEq9u@ZDZDC.com,2024-04-14,MALE,PLATIN,9.3171,11.3171,9.3171,631.71
Q6pre9pVno@gavCt.com,2024-04-11,MALE,PLATIN,6.5043,,11.5043,550.43
4lx42ta5Ww@RQFm9.com,2024-04-11,MALE,BASIC,,2.3354,3.3354,33.54
Sji5dWY6ab@r2an7.com,2024-04-04,FEMALE,DIAMOND,8.7748,13.7748,11.7748,677.48
sEynM2C52Z@gVlxU.com,2024-04-11,MALE,GOLD,8.3601,10.3601,10.3601,536.01
dfVQeXEzcf@LiOp9.com,2024-04-28,FEMALE,GOLD,8.2359,11.2359,8.2359,523.59
gjCXjoIvIb@OT3eX.com,2024-04-26,FEMALE,DIAMOND,8.3074,14.3074,,730.74
DsygKa3aSq@ANPvZ.com,2024-04-20,MALE,DIAMOND,6.8728,11.8728,11.8728,687.28
Zz3ZvGrtML@gbrpH.com,2024-04-16,FEMALE,BASIC,3.1191,6.1191,5.1191,11.91
76UkSPIkhz@jTuKy.com,2024-04-03,FEMALE,PLATIN,9.066,7.066,11.066,606.60
H40eWQ1xmZ@cBzLG.com,2024-04-04,MALE,DIAMOND,10.373,11.373,13.373,737.30
HIyfiyXAIY@WN9w2.com,2024-04-01,MALE,BASIC,1.1588,6.1588,,15.88
mrI9BZToPr@R89An.com,2024-04-28,MALE,DIAMOND,9.9925,10.9925,10.9925,699.25
nNGCZarrEJ@08KSD.com,2024-04-12,MALE,BASIC,1.8117,4.8117,6.8117,81.17
WjvYWI4c6X@bGCLs.com,2024-04-09,MALE,SILVER,3.6878,3.6878,6.6878,268.78
ie6ZP3DD8j@ATc5K.com,2024-04-03,FEMALE,GOLD,,5.6266,8.6266,462.66
lWCjyCVCQJ@JeDgH.com,2024-04-08,MALE,DIAMOND,,13.2255,12.2255,722.55
38gRG0iwHf@G4Yj5.com,2024-04-09,MALE,PLATIN,,9.4442,13.4442,644.42
gfQktuKkCo@5PiYY.com,2024-04-12,MALE,GOLD,6.5506,5.5506,,355.06
36wsZbKX8A@cDxu6.com,2024-04-09,FEMALE,DIAMOND,11.8473,,11.8473,684.73
s6jIAP6uYY@fpZya.com,2024-04-12,FEMALE,GOLD,7.4842,10.4842,11.4842,448.42
XO89mWCig0@Q1QHW.com,2024-04-09,MALE,BRONZE,4.7638,3.7638,,176.38
F6CrHgkCTR@rea9E.com,2024-04-25,MALE,DIAMOND,12.0191,,13.0191,701.91
UuCVzpPbCu@9ipB2.com,2024-04-07,FEMALE,DIAMOND,8.6084,13.6084,11.6084,660.84
a2yBOxnF3F@SLkss.com,2024-04-09,MALE,BRONZE,,4.5014,7.5014,150.14
Y0iMnN2213@ogqkI.com,2024-04-25,MALE,DIAMOND,10.9813,13.9813,10.9813,698.13
WhCzPfHIdO@aSCNj.com,2024-04-15,FEMALE,GOLD,5.6267,,9.6267,362.67
ucP3Ukuszd@wUhcw.com,2024-04-16,MALE,BASIC,2.7891,5.7891,,78.91
JjTYveRdST@DtLq6.com,2024-04-19,FEMALE,SILVER,7.8639,,9.8639,286.39
wr9FY42t9C@zSpnf.com,2024-04-22,MALE,BRONZE,2.5152,,5.5152,151.52
3dwhsRc78L@Z5lBF.com,2024-04-15,MALE,GOLD,5.3461,12.3461,9.3461,534.61
LwvV1skyap@iBmGl.com,2024-04-20,MALE,SILVER,3.8439,4.8439,9.8439,284.39
SjeyhR4Sz6@WVfny.com,2024-04-17,MALE,GOLD,5.2009,9.2009,10.2009,520.09
Q2Z6FYa6pF@NPhw5.com,2024-04-09,FEMALE,PLATIN,8.9629,7.9629,9.9629,596.29
fKKaLTyHXV@GA5qV.com,2024-04-24,MALE,BASIC,1.5893,2.5893,6.5893,58.93
TARVjjTTgp@LjyE9.com,2024-04-13,FEMALE,GOLD,5.5858,,9.5858,458.58
nk14jdB8jb@El0tD.com,2024-04-01,MALE,DIAMOND,12.0764,,12.0764,707.64
6TwItB1LA9@FWErm.com,2024-04-08,FEMALE,SILVER,7.0249,6.0249,6.0249,302.49
hQ6FKtkMVs@MsyVG.com,2024-04-05,MALE,GOLD,5.1493,,12.1493,514.93
QoLlLZn5bt@QxDJk.com,2024-04-26,MALE,GOLD,4.484,8.484,,448.40
fM5GZbx2Qw@O4NQ0.com,2024-04-19,MALE,GOLD,8.5151,9.5151,10.5151,351.51
vxIuLAqKys@S0WCZ.com,2024-04-19,MALE,PLATIN,7.3583,9.3583,,635.83
IH9OladJpZ@KNUQD.com,2024-04-05,FEMALE,SILVER,4.519,9.519,5.519,251.90
mxwdObv3qN@LEDoH.com,2024-04-25,MALE,PLATIN,7.2816,9.2816,9.2816,628.16
gUQQqHzQRu@nLv3f.com,2024-04-08,MALE,PLATIN,6.4531,10.4531,10.4531,645.31
u8lirtSe8c@Sblc2.com,2024-04-19,MALE,PLATIN,11.1398,13.1398,11.1398,613.98
99NuH3CL9c@ZZehp.com,2024-04-28,MALE,DIAMOND,10.2476,11.2476,12.2476,724.76
XvslIuMrX6@G0Aq3.com,2024-04-20,MALE,DIAMOND,6.9307,9.9307,10.9307,693.07
bfu3CcZgvG@iHLuO.com,2024-04-26,FEMALE,DIAMOND,6.9696,12.9696,12.9696,696.96
HYk6WZ4c9p@tE0CM.com,2024-04-20,MALE,PLATIN,8.0748,9.0748,11.0748,607.48
uXfFl9Df3r@2hbHs.com,2024-04-27,MALE,DIAMOND,,10.8263,9.8263,682.63
MVFyXuqMqk@W1SO6.com,2024-04-04,MALE,PLATIN,6.2654,10.2654,13.2654,626.54
mTPORs8k0t@mNKvb.com,2024-04-23,MALE,PLATIN,6.0548,13.0548,11.0548,605.48
GwwtJwPL3G@iCuPU.com,2024-04-04,MALE,PLATIN,6.1284,10.1284,11.1284,612.84
Bjyg75sND3@EZ4Av.com,2024-04-12,MALE,GOLD,3.9417,10.9417,10.9417,394.17
Ug8gUAokDW@QuowW.com,2024-04-10,MALE,SILVER,3.3662,4.3662,6.3662,336.62
qffV6EfdsC@PUIJm.com,2024-04-05,FEMALE,PLATIN,7.7077,7.7077,12.7077,570.77
puf2vnnR1F@B2tNX.com,2024-04-28,MALE,DIAMOND,,11.4583,11.4583,745.83
meOnIUWuXV@GQ06R.com,2024-04-02,FEMALE,GOLD,,11.3176,12.3176,531.76
cr9VDEewoX@A7MCT.com,2024-04-11,MALE,BASIC,6.4691,4.4691,5.4691,146.91
LgqNiygRYL@WmDXv.com,2024-04-08,FEMALE,BRONZE,2.4858,6.4858,7.4858,248.58
6OGiRSwbmL@sMkGQ.com,2024-04-13,MALE,SILVER,6.1605,6.1605,9.1605,316.05
f4cocqZEOE@flvEt.com,2024-04-04,FEMALE,GOLD,6.7151,9.7151,8.7151,371.51
EKt72HLhWf@yWxks.com,2024-04-24,MALE,GOLD,8.8656,,9.8656,486.56
SdjRJH6AgY@n0Jqi.com,2024-04-09,FEMALE,PLATIN,7.1254,10.1254,,612.54
6pzCk51V05@qxWJh.com,2024-04-20,MALE,BASIC,,7.7426,6.7426,74.26
vF7trMtiMN@SiHpG.com,2024-04-22,FEMALE,PLATIN,11.4079,8.4079,10.4079,640.79
TBWQkC1Ib1@ofM3Y.com,2024-04-24,MALE,BASIC,1.2022,1.2022,,20.22
OzmAqRktro@UqCno.com,2024-04-03,MALE,GOLD,7.731,9.731,9.731,473.10
cevt8VidIb@0gcxv.com,2024-04-02,FEMALE,BASIC,5.2344,,3.2344,23.44
u4hfgTXFxA@htzon.com,2024-04-21,MALE,GOLD,8.9161,,7.9161,491.61
n3vjHhccwL@Or4q9.com,2024-04-11,FEMALE,SILVER,6.4991,6.4991,9.4991,349.91
41h1A2GvrW@Wgycx.com,2024-04-12,MALE,SILVER,5.9833,3.9833,8.9833,298.33
Y18US9VpT0@H4yJ2.com,2024-04-26,MALE,PLATIN,,12.192,12.192,619.20
hH0DYA5GqJ@ucusa.com,2024-04-02,MALE,DIAMOND,9.8631,12.8631,9.8631,686.31
kSBhbze8Rr@2SEgW.com,2024-04-19,MALE,BASIC,4.2955,3.2955,8.2955,129.55
g8CSIcbm0z@B6QaK.com,2024-04-09,MALE,BRONZE,3.0103,,5.0103,201.03
MPE6jBw4LI@giWWL.com,2024-04-21,MALE,GOLD,8.3221,8.3221,10.3221,432.21
VRsGLlI7b1@f757u.com,2024-04-06,FEMALE,PLATIN,,11.1329,12.1329,613.29
nEEn32apW5@0KscB.com,2024-04-24,FEMALE,GOLD,4.7222,5.7222,9.7222,372.22
iHP3kzD8UZ@wNI6W.com,2024-04-16,FEMALE,GOLD,4.8473,11.8473,10.8473,484.73
KCJdbUMEhT@qL3i7.com,2024-04-07,MALE,GOLD,6.289,10.289,12.289,528.90
KoBGjQynHx@31Hno.com,2024-04-03,MALE,BASIC,6.2688,,4.2688,126.88
1DA4pMGtwH@8IAwK.com,2024-04-24,MALE,BASIC,4.1371,4.1371,6.1371,113.71
r5KqeqQVVi@WUhBJ.com,2024-04-16,FEMALE,GOLD,8.8268,,9.8268,482.68
tJh4zgT6Iq@oxH8m.com,2024-04-27,MALE,PLATIN,10.553,11.553,,555.30
6S8JEpuwbW@M4uXG.com,2024-04-12,MALE,BRONZE,3.2285,,7.2285,222.85
GP15ce0wnV@UrW34.com,2024-04-25,FEMALE,GOLD,10.2895,9.2895,11.2895,528.95
i2LF1xeRf0@PhXR3.com,2024-04-03,FEMALE,GOLD,5.2973,6.2973,,529.73
sD9rUZH027@sy7gO.com,2024-04-12,MALE,BRONZE,4.4829,4.4829,,248.29
W763QZY9fv@7XrF4.com,2024-04-24,MALE,DIAMOND,9.1169,,14.1169,711.69
QvZboa5bGI@adPqK.com,2024-04-09,MALE,BRONZE,7.358,,5.358,235.80
KdPwy7E19M@cW0dg.com,2024-04-12,FEMALE,DIAMOND,,12.0177,11.0177,701.77
SeXk2sD6wk@uo7zP.com,2024-04-12,MALE,SILVER,5.1375,,10.1375,313.75
x7yJuPhN1t@PAcgR.com,2024-04-17,MALE,BASIC,5.1766,4.1766,4.1766,17.66
PQH4XhxdC5@Nzf43.com,2024-04-04,MALE,PLATIN,7.4511,9.4511,10.4511,645.11
rBDxXFNOQY@oVvT5.com,2024-04-26,MALE,PLATIN,9.5952,6.5952,,559.52
NJcMIaS4GM@k3KIT.com,2024-04-03,MALE,GOLD,5.9273,10.9273,10.9273,392.73
yYVnUTgaTx@XU4UT.com,2024-04-13,MALE,DIAMOND,11.1718,14.1718,,717.18
x138zo9jVr@cufLl.com,2024-04-28,MALE,GOLD,10.0038,12.0038,11.0038,500.38
Y10p8eo8HI@p1CUc.com,2024-04-01,MALE,PLATIN,8.0984,9.0984,12.0984,609.84
FnvBXzNjEK@hGO3v.com,2024-04-14,FEMALE,BRONZE,,5.2864,6.2864,228.64
HX3ZM8AfdA@Y0oSM.com,2024-04-04,MALE,BASIC,4.9593,5.9593,,95.93
on6TyMLk3H@XiW8h.com,2024-04-16,MALE,SILVER,6.2753,6.2753,6.2753,327.53
ooMSHEplf4@Gl2Yz.com,2024-04-05,MALE,BASIC,3.4031,6.4031,7.4031,40.31
hY5k7VMBaA@Kkzjn.com,2024-04-11,FEMALE,BRONZE,4.2063,,5.2063,220.63
uqTdP2qJOp@C9urO.com,2024-04-12,FEMALE,BASIC,,6.3777,3.3777,37.77
EmVcEZpkBI@dL8tr.com,2024-04-09,MALE,DIAMOND,8.062,9.062,11.062,706.20
tXvbUKl0rI@JPCbB.com,2024-04-11,MALE,DIAMOND,7.7479,12.7479,12.7479,674.79
x2AdDMwg9b@pAGp1.com,2024-04-01,MALE,BRONZE,5.3585,,6.3585,235.85
PF5s7O4tvA@zP9Kc.com,2024-04-01,MALE,SILVER,4.1473,,10.1473,314.73
gZqxszV6fH@7dQmC.com,2024-04-06,MALE,GOLD,6.9198,8.9198,7.9198,491.98
uE7aUSOwzz@ttHPA.com,2024-04-05,MALE,GOLD,6.1375,7.1375,9.1375,513.75
Ryi5orGN1J@b2zIx.com,2024-04-10,MALE,DIAMOND,,13.951,11.951,695.10
psmQH03KhN@zUoG3.com,2024-04-01,MALE,GOLD,6.3623,10.3623,7.3623,436.23
ojDvbJdHQK@xWlpa.com,2024-04-02,FEMALE,BRONZE,5.7982,7.7982,7.7982,179.82
KkiqOnLtw3@EBFJ6.com,2024-04-21,FEMALE,GOLD,9.1873,12.1873,12.1873,518.73
FSpefYAZeF@S5KK5.com,2024-04-17,MALE,GOLD,4.6199,4.6199,6.6199,361.99
lUHtPC67aI@NdRiZ.com,2024-04-19,MALE,GOLD,7.6268,6.6268,8.6268,362.68
6GN71ioNda@xHqK9.com,2024-04-07,MALE,SILVER,2.7844,3.7844,6.7844,278.44
zdWz8Sx0d9@cDmBN.com,2024-04-01,FEMALE,BASIC,6.4703,2.4703,4.4703,147.03
X9sqxSpYtv@vXJz2.com,2024-04-05,MALE,BASIC,4.3802,,4.3802,38.02
WHuRm8HgH1@hA6kx.com,2024-04-14,MALE,BASIC,1.8547,3.8547,5.8547,85.47
mMD91XykUL@BWmV1.com,2024-04-15,MALE,BASIC,,4.1214,5.1214,112.14
x5WCtp3atZ@tX6yD.com,2024-04-05,FEMALE,DIAMOND,,11.4266,11.4266,742.66
N9Mgzzepdg@c1WtK.com,2024-04-06,FEMALE,PLATIN,9.7579,,9.7579,575.79
Y5BByblFBx@zxkek.com,2024-04-10,MALE,BRONZE,2.1909,,7.1909,219.09
WoscS0YSuf@2WbNB.com,2024-04-14,MALE,BASIC,,7.8393,7.8393,83.93
6ze0okEiA1@Z8u5u.com,2024-04-05,FEMALE,BASIC,2.84,2.84,6.84,84.00
bO1gnB0PqZ@6lB5Z.com,2024-04-01,MALE,DIAMOND,8.5686,7.5686,10.5686,656.86
5FXSORjfs0@jLUt3.com,2024-04-12,FEMALE,SILVER,6.3175,9.3175,7.3175,331.75
benjPRkmyx@wHsjF.com,2024-04-22,MALE,BRONZE,4.4987,,5.4987,249.87
LiHJ9rG9cM@NIUrP.com,2024-04-04,MALE,BASIC,2.2495,,4.2495,124.95
qDq7qUtRoK@mGjgx.com,2024-04-27,MALE,BASIC,1.045,3.045,3.045,4.50
DfR7mMc5RM@yPn59.com,2024-04-12,MALE,GOLD,,7.536,10.536,353.60
kTCVE6GdF4@hQKNC.com,2024-04-10,MALE,DIAMOND,10.1939,13.1939,10.1939,719.39
qVDccyxSXP@CZfjR.com,2024-04-16,MALE,GOLD,5.7701,8.7701,10.7701,477.01
DNymOsb3Ho@tIe7m.com,2024-04-07,FEMALE,GOLD,4.2232,10.2232,11.2232,422.32
D9EfAXyRRL@hqaSi.com,2024-04-04,FEMALE,BRONZE,,2.7063,8.7063,170.63
AprnSo3sRS@M12qP.com,2024-04-04,MALE,BRONZE,6.2598,8.2598,8.2598,225.98
r5QBnbt4bX@NC2K5.com,2024-04-20,FEMALE,BASIC,2.2722,6.2722,5.2722,27.22
5mMgSNK7dT@gvpm2.com,2024-04-14,MALE,GOLD,7.2792,5.2792,9.2792,427.92
lkF22T1Y0l@J6TrT.com,2024-04-18,FEMALE,PLATIN,10.7035,6.7035,9.7035,570.35
2myXtvgvNR@KIpOJ.com,2024-04-13,MALE,GOLD,10.2902,8.2902,11.2902,529.02
9Z8nWlfQBz@Lhfpc.com,2024-04-05,MALE,PLATIN,,11.3732,10.3732,637.32
o9I54Y1k5s@9Na3Q.com,2024-04-23,MALE,SILVER,8.2899,9.2899,8.2899,328.99
WtJgbyDHL9@cT4sK.com,2024-04-21,FEMALE,SILVER,3.8023,9.8023,5.8023,280.23
f5jyzpvTcG@dCKLz.com,2024-04-18,MALE,BASIC,2.0981,,8.0981,109.81
UtlkLVkWoO@mhV31.com,2024-04-11,MALE,SILVER,3.2786,10.2786,10.2786,327.86
pQyfr1tIJs@NWNIV.com,2024-04-18,MALE,DIAMOND,12.3099,14.3099,12.3099,730.99
ocxWuOwcdS@gN8oT.com,2024-04-20,MALE,BASIC,,5.3707,4.3707,37.07
839ivhivCc@hsBMR.com,2024-04-09,FEMALE,SILVER,,3.6776,7.6776,267.76
UGbVLpwVCD@1ADA0.com,2024-04-26,MALE,BASIC,,5.7258,5.7258,72.58
XMGMaQTCQM@x87tW.com,2024-04-14,FEMALE,GOLD,9.0057,,8.0057,400.57
d2JsydUL4J@BXqmH.com,2024-04-21,MALE,GOLD,5.1742,12.1742,12.1742,517.42
9QL4IbEe3R@HBNR7.com,2024-04-26,MALE,BRONZE,,3.3227,7.3227,232.27
dHAR16h6Oz@mGYTb.com,2024-04-08,MALE,PLATIN,8.966,,11.966,596.60
8QKkKZBOaL@fAw7i.com,2024-04-25,MALE,BRONZE,4.2342,4.2342,,223.42
j9XeQOVE3N@mjWSZ.com,2024-04-24,FEMALE,BASIC,2.8274,2.8274,7.8274,82.74
vwLfjdpoLx@rH2qr.com,2024-04-13,FEMALE,BRONZE,7.2749,,9.2749,227.49
p1Cu4uQvxi@BUKn1.com,2024-04-08,MALE,GOLD,6.9947,6.9947,,499.47
JBVzBYaFNg@isl5v.com,2024-04-07,MALE,GOLD,4.9341,6.9341,,493.41
zt40MISpAj@TU27k.com,2024-04-19,FEMALE,PLATIN,10.9838,7.9838,10.9838,598.38
qkyFWYBFc6@7t8iG.com,2024-04-24,MALE,SILVER,,6.5449,6.5449,254.49
hDsTRmGWZA@ioQqv.com,2024-04-27,FEMALE,GOLD,8.8468,,7.8468,484.68
vc84lxZvzB@4sG7b.com,2024-04-04,FEMALE,PLATIN,9.8535,10.8535,,585.35
wv8uG5ssWk@IXm15.com,2024-04-09,MALE,SILVER,3.2699,,7.2699,326.99
EmvaZhxGoh@Unkt0.com,2024-04-06,MALE,DIAMOND,,13.8748,12.8748,687.48
c3XuBqhvUI@8iKZr.com,2024-04-25,FEMALE,GOLD,,6.5028,9.5028,450.28
s4eWt4Pibk@qmMwE.com,2024-04-06,MALE,SILVER,,3.6004,7.6004,260.04
qyV0j8vC5Y@yvnx8.com,2024-04-27,MALE,DIAMOND,11.2825,10.2825,12.2825,728.25
oGOCqrOtB8@jM3uQ.com,2024-04-10,MALE,DIAMOND,12.3021,13.3021,11.3021,730.21
5LBlwRApho@vZBJu.com,2024-04-16,MALE,BASIC,5.1583,,6.1583,115.83
JSWEmaDF82@XUlFQ.com,2024-04-14,MALE,BASIC,3.2015,8.2015,4.2015,120.15
ckWzlkGbHA@F43h7.com,2024-04-12,MALE,GOLD,3.9286,4.9286,9.9286,392.86
zxPv6cOsIJ@YLDZc.com,2024-04-22,MALE,DIAMOND,,10.9919,13.9919,699.19
5HQV2JVkhE@gJRRl.com,2024-04-25,MALE,GOLD,8.8374,10.8374,10.8374,383.74
gkJooSJhs0@H1xlw.com,2024-04-18,MALE,GOLD,6.2369,10.2369,7.2369,423.69
iYRFS0Q7lp@nVnn5.com,2024-04-03,MALE,GOLD,8.9431,5.9431,7.9431,494.31
lK7uo9QKxX@0sX72.com,2024-04-27,MALE,GOLD,9.7911,,7.7911,479.11
2iA3LwhDYn@rtuZy.com,2024-04-02,MALE,GOLD,8.8459,11.8459,11.8459,484.59
OBAw7r91bt@Wtz2O.com,2024-04-11,MALE,BASIC,4.3581,3.3581,4.3581,135.81
zldhXyv4cy@y1mGt.com,2024-04-07,FEMALE,PLATIN,10.3858,12.3858,13.3858,638.58
IgDBfj02tO@DidIh.com,2024-04-11,MALE,BRONZE,,3.8248,7.8248,182.48
e85nrD94Rn@ysXss.com,2024-04-04,MALE,BRONZE,3.0452,4.0452,,204.52
hbg88FG73Q@sUgQm.com,2024-04-16,MALE,SILVER,6.5691,5.5691,7.5691,256.91
qDCFPEVRGh@oCQhw.com,2024-04-14,FEMALE,BASIC,5.1835,6.1835,3.1835,18.35
b5UX1qLAWB@gKIkK.com,2024-04-20,FEMALE,DIAMOND,12.0165,,13.0165,701.65
PBurapUYmo@2cQoN.com,2024-04-28,MALE,GOLD,5.8589,9.8589,7.8589,385.89
rYRWzHML1m@sRUg6.com,2024-04-19,MALE,BASIC,3.5461,3.5461,3.5461,54.61
KIFUG9N9jO@QICBf.com,2024-04-21,MALE,GOLD,5.9252,11.9252,9.9252,492.52
2UQBPYPGvR@qfWAD.com,2024-04-26,MALE,BASIC,2.1329,3.1329,5.1329,13.29
qMcL2Wz88P@2KJQp.com,2024-04-01,MALE,BRONZE,6.9922,6.9922,8.9922,199.22
WliNOYbKSN@C5rJB.com,2024-04-09,FEMALE,SILVER,3.4873,,10.4873,348.73
MoqNsdo2Ji@eFeGR.com,2024-04-18,MALE,BRONZE,6.6718,7.6718,6.6718,167.18
